Production Year,Production Date Entered,Operator,County,Field,Active Oil Wells,Inactive Oil Wells,Self-use Well
1996,04/08/1997,"Resource America, Inc.",Chautauqua,NORTH HARMONY,0,0,NO
1977,08/18/1994,National Fuel Gas Supply Corp.,Chautauqua,SHERIDAN,0,0,YES
1991,03/31/1992,"Eastern States Energy, Inc.",Chautauqua,GERRY-CHARLOTTE,0,0,YES
1995,04/02/1996,"Barry Resources, Inc.",Allegany,RICHBURG,0,17,INACTIVE
1983,02/02/1984,Byron-Bergen Central School,Genesee,BERGEN,0,0,YES
1986,01/23/1987,Visco-Mcdonald,Cattaraugus,LAKESHORE,0,0,INACTIVE
1980,06/14/1994,Columbia Gas Transmission Corp.,Cattaraugus,PIGEON HILL,0,0,INACTIVE
1990,03/25/1991,"Envirogas, Inc.",Chautauqua,LAKESHORE,0,0,NO
1974,09/09/1994,Weaver Gas Well Management,Genesee,PAVILION,0,0,NO
1995,02/09/1996,"Gorveland Drilling, Inc.",Livingston,DANSVILLE,0,0,YES
1996,01/28/1997,Regal Energy Limited,Erie,ORCHARD PARK-HAMBURG,0,0,INACTIVE
1986,03/26/1987,"Templeton Energy,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1982,05/27/1994,"Apex Resources,  Inc.",Cattaraugus,BRADFORD,5,0,NO
1986,01/30/1987,"Greater Buffalo Press,  Inc.",Erie,TONAWANDA,0,0,INACTIVE
1973,09/15/1994,P & N Oil Co.,Cattaraugus,CHIPMUNK,10,0,NO
1986,03/27/1987,"Templeton Energy,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1982,05/31/1994,Phelps Oil Drilling & Dev. Corp.,Cattaraugus,BRADFORD,0,0,INACTIVE
1999,04/03/2000,"Desert Gas Exploration, Inc.",Chautauqua,LAKESHORE,0,0,YES
1998,03/22/1999,Altimus & Associates,Chautauqua,LAKESHORE,0,0,NO
1998,04/05/1999,"Chautauqua Energy, Inc.",Chautauqua,LAKESHORE,0,0,NO
1996,01/22/1997,Panama Central School District,Chautauqua,LAKESHORE,0,0,YES
1976,08/24/1994,Rhodes & Raymond,Cattaraugus,BRADFORD,0,25,NO
1988,04/12/1989,Pennzoil Products Co.,Cattaraugus,CHIPMUNK,0,0,NO
1968,09/30/1994,Iroquois Gas Corp.,Cattaraugus,,0,0,NO
1984,04/12/1985,"Energy Oil, Inc.",Erie,ORCHARD PARK-HAMBURG,0,0,NO
1988,03/31/1989,TGX Corp.,Chautauqua,ELLERY,1,0,NO
1992,04/02/1993,"Ebenezer Oil Co., Inc.",Allegany,ANDOVER,5,0,NO
1998,03/22/1999,"Cotton Well Drilling Company,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1984,06/06/1985,"Notaro, Sonia",Chautauqua,,0,0,YES
1979,07/06/1994,"Amarex, Inc.",Erie,,0,0,YES
1991,02/28/1992,New York Gas & Oil Drilling Co,Wyoming,ALDEN-LANCASTER,0,0,YES
1990,11/18/1993,Francis Root Oil Company,Allegany,BRADFORD,10,0,NO
1986,03/11/1987,"GFS Energy, Inc.",Wyoming,LEICESTER,0,0,NO
1993,07/06/1994,"Croscut, Frederick C.",Chautauqua,LAKESHORE,0,0,YES
1969,10/03/1994,Helmhold Oil,Allegany,FULMER VALLEY,104,0,NO
1993,04/12/1994,"GFS Energy, Inc.",Erie,EAST AURORA,0,0,NO
1989,11/15/1990,Meridian Exploration Corp.,Seneca,FAYETTE-WATERLOO,0,0,NO
1971,09/29/1994,Iroquois Gas Corp.,Allegany,STATE LINE,0,0,INACTIVE
1986,04/16/1987,Pennzoil Products Co.,Yates,NORTH PENN YAN,0,0,INACTIVE
1991,03/27/1992,"Local Energy, Inc.",Chautauqua,LAKESHORE,0,0,NO
1983,03/26/1984,"Thropp, Kevin F d/b/a Marilyns Motors",Cattaraugus,BRADFORD,1,0,NO
1970,09/29/1994,Ashland Exploration Co.,Cayuga,WEST AUBURN,0,0,NO
1999,03/17/2000,"Brocklebank, Terry K.",Ontario,EAST BLOOMFIELD,0,0,YES
1998,03/01/1999,Har-Go Farms,Genesee,PAVILION,0,0,YES
1971,09/29/1994,Iroquois Gas Corp.,Cattaraugus,,0,0,NO
1998,04/01/1999,"Ardent Resources, Inc.",Yates,SOUTH PENN YAN,0,0,INACTIVE
1996,01/22/1997,Byron-Bergen Central School,Genesee,BERGEN,0,0,YES
1997,03/31/1998,"Weil Resources, Inc.",Erie,CONCORD-ONONDAGA,0,0,INACTIVE
1980,06/13/1994,"Pinney, Dewey H",Allegany,RICHBURG,17,0,NO
1979,06/29/1994,"Bouquin, Fred C Jr",Cattaraugus,,21,0,NO
1996,01/28/1997,"Haier, Frederick and Phyllis",Erie,NORTH COLLINS,0,0,INACTIVE
1975,08/31/1994,Columbia Gas Transmission Corp.,Steuben,HARTSVILLE,0,0,INACTIVE
1998,02/18/1999,"White, Randy",Allegany,RICHBURG,2,0,NO
1996,05/08/1997,Lomak Operating Company,Chautauqua,ELLERY,0,0,NO
1999,04/07/2000,L. W. Resources,Chautauqua,ELLERY,0,0,INACTIVE
1989,04/03/1990,Cabot Oil & Gas Corp.,Chautauqua,CARROLL,1,2,NO
1986,03/11/1987,"Van Dette,  Albert",Chautauqua,LAKESHORE,0,0,INACTIVE
1974,09/08/1994,Olean Freres Corp.,Cattaraugus,FIVE MILE,5,0,NO
1995,02/20/1996,"J M Resources, Inc.",Chautauqua,LAKESHORE,0,0,NO
1994,02/23/1995,Miller Brewing Co.,Cayuga,WEST AUBURN,0,0,NO
1995,04/03/1996,National Fuel Gas Supply Corp.,Allegany,STATE LINE,0,0,INACTIVE
1978,07/11/1994,"Bunnell, Herbert F.",Allegany,RICHBURG,140,2,NO
1997,04/13/1998,"Vogel, Stasia Zoladz",Erie,LAKEVIEW,0,0,YES
1989,03/29/1990,Empire Energies,Erie,BRANT-EDEN,0,0,NO
1999,04/17/2000,"GH Graf Realty Corp., Inc.",Chautauqua,LAKESHORE,0,0,INACTIVE
1994,01/20/1995,"Gier's Farm Service, Inc.",Chautauqua,LAKESHORE,0,0,YES
1979,07/08/1994,Columbia Gas Transmission Corp.,Schuyler,GINGERBREAD CORNERS,0,0,INACTIVE
1993,03/31/1994,National Fuel Gas Supply Corp.,Chautauqua,LAKESHORE,0,0,NO
1997,06/03/1999,"Peterson, Donald W. & L. Janet",Chautauqua,LAKESHORE,0,0,YES
1991,01/10/1992,"Sena, Joseph R",Chautauqua,LAKESHORE,0,0,YES
1989,03/06/1990,"Youngberg, Larry",Chautauqua,LAKESHORE,0,0,YES
1997,04/07/1998,Belden & Blake Corporation,Wyoming,NORTHWOODS,0,0,NO
1985,04/11/1986,"Envirogas, Inc.",Chautauqua,LAKESHORE,0,0,NO
1982,05/24/1994,National Fuel Gas Supply Corp.,Erie,WEST SENECA,0,0,YES
1987,05/26/1988,"Empire Exploration, Inc.",Genesee,BETHANY,0,0,NO
1982,05/25/1994,Whiting Well Partnership #2,Erie,ALDEN-LANCASTER,0,0,NO
1980,06/22/1994,November Gas Drilling Co.,Chautauqua,LAKESHORE,0,0,NO
1982,05/31/1994,"Bucher, Charles J",Cattaraugus,FOUR MILE,8,2,NO
1982,05/27/1994,"S & M Resources,  Inc.",Chautauqua,LAKESHORE,0,0,INACTIVE
1994,02/22/1995,Pennzoil Products Co.,Cattaraugus,BRADFORD,0,24,INACTIVE
1986,03/11/1987,"Weil Resources, Inc.",Erie,ELMA,0,0,NO
1982,05/05/1994,Boyd & Shriver,Allegany,RICHBURG,10,0,NO
1991,03/16/1992,National Fuel Gas Supply Corp.,Ontario,VINCENT,0,0,NO
1996,04/09/2002,Share Gas,Genesee,PAVILION,0,0,YES
1976,08/25/1994,National Fuel Gas Supply Corp.,Erie,LAKEVIEW,0,0,YES
1995,03/27/1996,Seneca Resources Corporation,Chautauqua,CLYMER,0,0,NO
1984,04/10/1985,Wainoco.Oil & Gas Co.,Cattaraugus,LAKESHORE,0,0,NO
1997,03/31/1998,Strippit Inc.,Erie,AKRON,0,0,YES
1990,04/03/1991,Cabot Oil & Gas Corp.,Yates,SOUTH PENN YAN,0,0,INACTIVE
1993,02/23/1994,"Ford Gum & Machine Co.,  Inc.",Erie,AKRON,0,0,NO
1986,01/30/1987,"Haywood, Henry G",Chemung,VAN ETTEN,0,0,YES
1999,06/02/2000,"Hydrocarbon Generation, Inc.",Cattaraugus,CHIPMUNK,0,0,NO
1997,01/20/1998,Depew Union Free School District,Erie,ALDEN-LANCASTER,0,0,YES
1984,04/02/1985,C & R Oil & Gas Corp.,Cattaraugus,FIVE MILE,42,3,NO
1982,05/24/1994,Empire Energies,Erie,LAKESHORE,0,0,NO
1976,08/25/1994,"JFS Energy Enterprises, LLC",Erie,LAKEVIEW,0,0,NO
1998,02/08/1999,"Jones, Owen Robert",Cattaraugus,PIGEON HILL,0,0,YES
1993,03/21/1994,"Stedman Energy, Inc.",Chautauqua,ELLERY,1,0,NO
1982,05/31/1994,Ellis Hill Oil Co.,Cattaraugus,LAKESHORE,0,0,NO
1983,03/05/1984,Permclip Products Corporation,Erie,,0,0,YES
1990,04/05/1991,"Potter, Clair W",Chautauqua,BUSTI,5,0,NO
1995,02/21/1996,McCaffery & Krampf Oil Co.,Cattaraugus,CHIPMUNK,3,0,NO
1998,04/02/1999,Perry Energy III,Livingston,LEICESTER,0,0,NO
1996,03/10/1997,Lomak Operating Company,Chautauqua,LAKESHORE,0,0,NO
1967,09/30/1994,Iroquois Gas Corp.,Chautauqua,,0,0,NO
1987,03/29/1988,Fea Gas Co.,Chautauqua,LAKESHORE,0,0,NO
1981,06/06/1994,"Templeton Energy,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1987,02/29/1988,Birch Run Putt Farm,Cattaraugus,BRADFORD,1,2,NO
1981,06/16/1994,"Boudon, Adrian",Cattaraugus,CHIPMUNK,10,12,NO
1971,09/23/1994,"Evinczik, Joseph A",Chautauqua,BUSTI,6,0,NO
1994,03/01/1995,"Suozzi, Daniel",Erie,EAST AURORA,0,0,NO
1989,02/07/1990,Gypsum Energy Management Co.,Wyoming,DANLEY CORNERS,0,0,NO
1989,03/29/1990,Banks Gas Drilling Co.,Erie,BRANT-EDEN,0,0,NO
1996,04/08/1997,CNG Transmission Corp.,Ontario,GENEVA,0,0,INACTIVE
1999,03/24/2000,A. J. Lease Account,Cattaraugus,CHAFFEE-ARCADE,0,1,INACTIVE
1975,08/31/1994,"McCormick, Neil",Steuben,ANDOVER,11,0,NO
1992,04/07/1993,"F & G Exploration, LLC",Cayuga,WEST AUBURN,0,0,NO
1991,03/31/1992,Benson Oil Co.,Cattaraugus,CHIPMUNK,0,0,YES
1972,09/20/1994,Vossler & Shaw,Allegany,ALMA,20,0,NO
1992,04/19/1993,"Cordova Resources, Inc.",Cattaraugus,CHIPMUNK,19,0,NO
1982,05/31/1994,Columbia Gas Transmission Corp.,Cattaraugus,PIGEON HILL,0,0,INACTIVE
1994,01/19/1995,"Spurr, Ruth E.",Chautauqua,LAKESHORE,0,0,YES
1968,10/05/1994,Great Lakes Gas Corp.,Wyoming,SHELDON,0,0,NO
1985,02/12/1986,Grimsby & Co.,Chautauqua,LAKESHORE,0,0,NO
1986,02/25/1987,CNG Producing Co.,Steuben,PAINTED POST,0,0,INACTIVE
1993,08/16/2001,TGX Corp.,Chautauqua,BIG INLET POOL,0,0,NO
1980,06/13/1994,"Fords Brook, Inc.",Allegany,FORD'S BROOK,3,13,NO
1987,03/01/1988,"Otis Eastern Service, Inc.",Allegany,RICHBURG,6,4,NO
1990,04/04/1991,"Winger, Philip G. & Diane E.",Cattaraugus,BRADFORD,3,0,NO
1997,03/24/1998,Shawnee Operating Co.,Erie,BRANT-EDEN,0,0,NO
1986,03/27/1987,"Templeton Energy,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1982,05/27/1994,"Petri, Armand J",Chautauqua,LAKESHORE,0,0,INACTIVE
1985,02/12/1986,Ketchurian & Co.,Chautauqua,LAKESHORE,0,0,NO
1999,04/07/2000,Schreiner Oil and Gas Inc.,Chautauqua,LAKESHORE,0,0,INACTIVE
1996,01/22/1997,"P & S Drilling, Inc.",Erie,CONCORD,0,0,YES
1997,03/24/1998,"Eastern States Energy, Inc.",Erie,ALDEN-LANCASTER,0,0,NO
1997,01/26/1998,"Cummings, Donald R.",Wyoming,DANLEY CORNERS,0,0,YES
1986,03/19/1987,"Plants and Goodwin, Inc.",Allegany,RICHBURG,24,0,NO
1995,03/29/1996,"Weil Resources, Inc.",Wyoming,JAVA,0,0,NO
1982,05/25/1994,"SCG Gas Quest, Inc.",Erie,,0,0,NO
1982,05/17/1994,"F & G Exploration, LLC",Cayuga,WEST AUBURN,0,0,
1999,04/14/2000,"Ardent Resources, Inc.",Madison,LEBANON,0,0,INACTIVE
1973,09/14/1994,Queen City Drilling Co.,Erie,ORCHARD PARK-HAMBURG,0,0,NO
1983,03/05/1984,"Westmin Resources,  Inc.",Livingston,UNNAMED,0,0,INACTIVE
1996,04/08/1997,"Resource America, Inc.",Chautauqua,NORTH HARMONY,4,0,NO
1975,08/31/1994,National Fuel Gas Supply Corp.,Chautauqua,LAKESHORE,0,0,YES
1991,03/20/1992,"Energy Control Unlimited, Inc.",Cattaraugus,LAKESHORE,0,0,NO
1983,04/11/1984,Newman Oil Co.,Cattaraugus,,29,0,NO
1999,02/04/2000,"Dunn, Walter J. & Elixabeth Irrevocable Trust",Cayuga,WEST AUBURN,0,0,YES
1996,03/06/1997,Cabot Oil & Gas Corp.,Cattaraugus,LAKESHORE,0,0,NO
1999,04/04/2000,"Gernatt, Thomas E. & Phylis",Erie,NORTH COLLINS,0,0,YES
1980,06/27/1994,Varikleen Industries Inc.,Genesee,,0,0,NO
1988,04/06/1989,"Energy Control Unlimited, Inc.",Chautauqua,LAKESHORE,0,0,NO
1985,03/26/1986,Empire Energies,Erie,BRANT-EDEN,0,0,NO
1994,02/28/1995,"Iantorno, Rubens",Allegany,RICHBURG,2,0,NO
1998,03/25/1999,Ronald P. Lehman d/b/a Medina Pipe & Line Company,Erie,LAKEVIEW,0,0,NO
1995,10/17/1996,"Allegany Leisurelands, Inc.",Allegany,RICHBURG,0,3,INACTIVE
1999,03/31/2000,Seneca Resources Corporation,Ontario,WEST BLOOMFIELD,0,0,NO
1986,04/14/1987,Walker Exploration & Production Corp.,Chautauqua,LAKESHORE,0,0,NO
1998,02/18/1999,"Parmelee, Terrence G. E.",Chautauqua,LAKESHORE,0,0,YES
1985,02/24/1986,"Abarta Oil & Gas, Inc.",Allegany,BEECH HILL-INDEPENDENCE,4,1,NO
1985,01/27/1986,"Tiffany, Glenn O",Tioga,CAFFERTY HILL,0,0,YES
1999,04/06/2000,"Nornew, Inc.",Chautauqua,LAKESHORE,0,0,NO
1999,02/22/2000,Lor-Rob Associates L.L.C.,Genesee,PAVILION,0,0,YES
1998,04/06/1999,"Field Service, Inc.",Erie,BRANT-EDEN,0,0,NO
1993,03/22/1994,"Weil Resources, Inc.",Erie,CENTRAL WALES,0,0,NO
1999,03/31/2000,Villafrank & Wells,Chautauqua,LAKESHORE,0,0,NO
1984,04/11/1985,Don Angle Co.,Chautauqua,BUSTI,23,0,NO
1993,02/22/1994,"Clark, Donald C",Wyoming,SILVER LAKE,0,0,YES
1993,04/01/1994,United States Gypsum Co.,Genesee,HURON CREEK,0,0,NO
1988,05/01/1989,"N.E.A. Cross of N.Y., Inc.",Chautauqua,LAKESHORE,0,0,NO
1987,04/01/1988,Perry Gas Co.,Wyoming,LEICESTER,0,0,NO
1971,09/29/1994,Iroquois Gas Corp.,Erie,GLENWOOD,0,0,INACTIVE
1991,04/13/1992,"Midwest Exploration, Inc.",Erie,BRANT-EDEN,0,0,NO
1996,03/26/1997,Seneca Resources Corporation,Chautauqua,CLYMER,1,0,NO
1996,02/26/1997,"Clark, Ernest",Allegany,RICHBURG,6,0,NO
1972,09/20/1994,Moose Oil Co.,Allegany,RICHBURG,18,8,NO
1975,08/31/1994,"Putt, Floyd J.",Cattaraugus,,1,0,NO
1986,04/14/1987,Walker Exploration & Production Corp.,Chautauqua,LAKESHORE,0,0,NO
1989,04/03/1990,Cabot Oil & Gas Corp.,Chautauqua,LAKESHORE,0,0,NO
1998,01/19/1999,"Crossley, Robert L",Chautauqua,MUD CREEK,0,0,YES
1993,01/20/1995,"Bkg Truck Repair, LLC",Cattaraugus,,0,0,INACTIVE
1976,08/25/1994,"Appalachian Basin Oil & Gas, Inc.",Chautauqua,LAKESHORE,0,0,NO
1997,04/06/1998,L. W. Resources,Genesee,AKRON,0,0,NO
1983,03/05/1984,Bennett Petroleum Corp.,Wyoming,,0,0,INACTIVE
1984,06/05/1985,Newman & Blessing,Cattaraugus,,3,0,NO
1977,08/10/1994,"Baldwin, Grace I",Allegany,RICHBURG,1,0,YES
1999,04/06/2000,Belden & Blake Corporation,Erie,WALES,0,0,NO
1996,04/18/1997,Emerald Oil Company,Allegany,RICHBURG,26,0,NO
1995,04/01/1996,Lomak Operating Company,Chautauqua,LAKESHORE,0,0,NO
1994,01/31/1995,"Musshafen, Denis",Livingston,UHLEY CORNERS-CALEDONIA,0,0,YES
1986,03/27/1987,"Templeton Energy,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1984,04/02/1985,"Operating Engineers Local 17 Training Fund, Inc.",Erie,ORCHARD PARK-HAMBURG,0,0,NO
1997,04/01/1998,"Cotton Well Drilling Company,  Inc.",Erie,NORTH COLLINS,0,0,NO
1983,02/28/1984,"County Line Stone Co., Inc.",Erie,ALDEN-LANCASTER,0,0,INACTIVE
1972,09/20/1994,Messer Oil Corp.,Allegany,RICHBURG,57,57,NO
1999,04/11/2000,"Kellner, C. Fred",Cattaraugus,BRADFORD,16,0,NO
1998,04/06/1999,"Pan Energy Company, Inc.",Chautauqua,LAKESHORE,0,0,NO
1988,04/12/1989,Silver Creek Drilling Corp.,Livingston,AVON,0,0,NO
1984,04/12/1985,"Nerreter, Eleanor G",Erie,ORCHARD PARK-HAMBURG,0,0,NO
1990,03/25/1991,"Empire Exploration, Inc.",Ontario,EAST BLOOMFIELD,0,0,NO
1989,10/24/1990,Weaver Gas Well Management,Genesee,PAVILION,0,0,NO
1978,07/14/1994,"Dedrick, Douglas",Erie,EAST AURORA,0,0,NO
1988,07/20/1989,"American Penn Energy,  Inc.",Chautauqua,LAKESHORE,0,0,INACTIVE
1973,09/14/1994,"Suozzi, Daniel",Erie,EAST AURORA,0,0,YES
1986,03/11/1987,"Hugoton Petroleum,  Inc.",Chautauqua,LAKESHORE,0,0,NO
1981,06/09/1994,"Westmin Resources,  Inc.",Livingston,,0,0,INACTIVE
1990,01/24/1991,"Goose Creek Drilling, Inc.",Chautauqua,LAKESHORE,0,0,NO
1983,04/09/1984,Arlington Exploration Co.,Steuben,WYCKOFF,0,0,NO
1995,02/20/1996,"Alden Aurora Gas Co.,  Inc.",Erie,ALDEN-LANCASTER,0,0,YES
1999,04/14/2000,"Ardent Resources, Inc.",Yates,NORTH PENN YAN,0,0,INACTIVE
1991,03/31/1992,"Proma, Ltd.",Erie,ORCHARD PARK-HAMBURG,0,0,NO
1987,04/27/1988,"Arrowhead Gas Producers, Inc.",Chautauqua,LAKESHORE,0,0,YES
1996,09/26/1997,"Neyman, Robert L. & Maureen J.",Genesee,HURON CREEK,0,0,YES
1972,09/20/1994,Ginell Oil & Gas Association.,Erie,LAKEVIEW,0,0,NO
1985,03/06/1986,Springport Associates,Cayuga,WEST AUBURN,0,0,NO
1986,03/10/1987,"Eclipse Management Assoc., Inc",Chautauqua,LAKESHORE,0,0,NO
1983,02/22/1984,Oxford Exploration Co.,Wyoming,LEICESTER,0,0,NO
1997,04/07/1998,Belden & Blake Corporation,Cattaraugus,UTLEY BROOK,0,0,NO
1970,09/28/1994,"Pinney, Dewey H",Allegany,RICHBURG,17,0,NO
1991,03/31/1992,"Eastern States Energy, Inc.",Erie,ALDEN-LANCASTER,0,0,NO
1992,03/30/1993,Mitchell Exploration Corp.,Seneca,SENECA FALLS,0,0,INACTIVE
1998,04/02/1999,"Stedman Energy, Inc.",Chautauqua,LAKESHORE,0,0,INACTIVE
1992,05/06/1993,TGX Corp.,Erie,SARDINIA,0,0,NO
1970,09/28/1994,"Shaner, Ray C.",Allegany,RICHBURG,18,4,NO
1989,04/12/1990,"Chautauqua Energy, Inc.",Chautauqua,LAKESHORE,0,0,NO
1988,03/13/1989,"Hulsebosch, Jessica",Chemung,ELMIRA,0,0,YES
1986,03/11/1987,"GFS Energy, Inc.",Erie,ORCHARD PARK-HAMBURG,0,0,NO
1998,01/13/1999,"Piall, Theresa",Erie,LAKEVIEW,0,0,YES
1993,03/18/1994,Alden Central School District,Erie,ALDEN-LANCASTER,0,0,YES
1986,04/10/1987,"Fairmont Oil Co., Inc.",Allegany,RUSHFORD,0,0,NO
1985,01/28/1986,Joyce Management Corp.,Allegany,BEECH HILL-INDEPENDENCE,12,10,NO
1999,02/02/2000,"Ricotta, Anthony P.",Wyoming,LEICESTER,0,0,YES
1972,09/20/1994,"Bentley,Alton",Allegany,,1,0,NO
1992,04/30/1993,Altimus & Associates,Chautauqua,LAKESHORE,0,0,NO
1995,02/15/1996,Altimus & Associates,Chautauqua,FREDONIA,1,0,NO
1986,03/19/1987,"Chautauqua Energy, Inc.",Chautauqua,LAKESHORE,0,0,NO
1996,01/17/1997,Permclip Products Corporation,Erie,BUFFALO,0,0,INACTIVE
1983,02/02/1984,"Operating Engineers Local 17 Training Fund, Inc.",Erie,ORCHARD PARK-HAMBURG,0,0,NO
1997,04/01/1998,"Weil Resources, Inc.",Cattaraugus,EAST OTTO,0,0,INACTIVE
1989,03/01/1990,"Taylor, Mrs. C. Nell",Allegany,RICHBURG,5,0,NO
1997,01/27/1998,"Rogers, Effie",Ontario,VINCENT,0,0,YES
1986,02/13/1987,Arlington Exploration Co.,Steuben,THOMAS CORNERS,0,0,NO
1993,09/15/1994,"Rockefeller, Rayshal",Allegany,RICHBURG,1,0,NO
1999,03/31/2000,"Dawydko, Ron",Erie,ALDEN-LANCASTER,0,0,YES
1976,08/22/1994,Conklin Oil,Allegany,RICHBURG,13,0,NO
1989,04/11/1990,"Cz Gas, Inc.",Chautauqua,LAKESHORE,0,0,NO
1986,03/11/1987,"Weil Resources, Inc.",Erie,BRANT-EDEN,0,0,NO
1990,01/28/1991,"Sager, Howard & Judith",Cattaraugus,LAKESHORE,0,0,YES
1979,07/01/1994,"Bounty Holdings, Incorporated",Chautauqua,BUSTI,0,0,NO
1991,03/16/1992,CNG Transmission Corp.,Wyoming,LEICESTER,0,0,INACTIVE
1991,04/01/1992,TGX Corp.,Erie,LAKESHORE,0,0,NO
1999,04/07/2000,Great Lakes Energy Partners,Chautauqua,LAKESHORE,0,0,NO
1982,05/24/1994,"Alden Aurora Gas Co.,  Inc.",Erie,ALDEN-LANCASTER,0,0,INACTIVE
1995,01/11/1996,"Rose State Custom Service, Inc",Cayuga,WEST AUBURN,0,0,YES
1976,08/25/1994,Amer. Standard/Heat Trans.Div.,Erie,,0,0,INACTIVE
1997,04/07/1998,"Desert Gas Exploration, Inc.",Cattaraugus,BRADFORD,1,0,NO
1996,02/05/1997,Francis Root Oil Company,Allegany,ALMA,0,21,INACTIVE
1992,04/13/1993,"JFS Energy Enterprises, LLC",Erie,LAKEVIEW,0,0,NO
1997,07/09/1998,"Hebdon, Charles F.",Chautauqua,CONNOISARAULEY CREEK,0,0,YES
1988,04/13/1989,"Envirogas, Inc.",Cattaraugus,LITTLE VALLEY,0,0,INACTIVE
1983,03/26/1984,"Musser, S.  T.",Chautauqua,BUSTI,51,0,NO
1987,04/01/1988,"Carls, Kevin D",Cattaraugus,BRADFORD,22,0,NO
1992,04/02/1993,"Dudar, John",Allegany,RICHBURG,2,0,NO
1992,03/25/1993,"Rasmussen, Ronnie O.",Seneca,SENECA FALLS,0,0,YES
1994,10/24/1995,United Processing Corp.,Allegany,BEECH HILL-INDEPENDENCE,0,9,INACTIVE
1984,04/15/1985,Quaker State Corp.,Cattaraugus,CHIPMUNK,8,0,YES
1986,03/18/1987,Mountain Oil Co.,Allegany,RICHBURG,14,8,NO
1980,06/15/1994,Quaker State Corp.,Cattaraugus,BRADFORD,217,9,NO
1978,07/11/1994,Hunt Oil Co.,Allegany,FULMER VALLEY,10,7,NO
1979,07/07/1994,National Fuel Gas Supply Corp.,Genesee,ALDEN-LANCASTER,0,0,YES
1991,02/07/1992,"Brown, Maude S.",Allegany,RICHBURG,0,0,INACTIVE
1983,08/21/1984,International Baslen Enterprises Ltd,Yates,NORTH PENN YAN,0,0,NO
1986,03/19/1987,"Chautauqua Energy, Inc.",Chautauqua,LAKESHORE,0,0,NO
1996,03/06/1997,Cabot Oil & Gas Corp.,Chautauqua,CLYMER,2,0,NO
1991,03/13/1992,"McCool, John E.",Cattaraugus,LAKESHORE,0,0,NO
1986,04/13/1987,Walker Exploration & Production Corp.,Cattaraugus,LAKESHORE,0,0,NO
